URL,Title,Description
https://www.coursera.org/specializations/java-programming,java programming and software engineering fundamentals specialization,"computer science software development html, javascript, cascading style sheets (css), java programming, html5, algorithms, problem solving, string (computer science), data structure, cryptography, hash table, programming principles, "
https://www.coursera.org/specializations/matlab-programming-engineers-scientists,matlab programming for engineers and scientists specialization,"computer science software development matlab, data analysis, object-oriented programming (oop), image processing, computer programming, problem solving, programming language, "
https://www.coursera.org/specializations/uva-darden-design-thinking,design thinking specialization,"business leadership and management creativity, strategic thinking, design thinking, innovation management, innovation, "
https://www.coursera.org/specializations/architecting-google-kubernetes-engine,architecting with google kubernetes engine specialization,"information technology cloud computing google compute engine, google app engine (gae), google cloud platform, cloud computing, "
https://www.coursera.org/specializations/security-google-cloud-platform,security in google cloud specialization,"information technology security google compute engine, google app engine (gae), google cloud platform, cloud computing, "
https://www.coursera.org/specializations/leading-teams,leading people and teams specialization,"business leadership and management vision alignment, talent management, goals and rewards, motivate employees, leadership, goal setting, communication, leadership development, onboarding, coaching, recruitment, management, "
https://www.coursera.org/specializations/coding-for-everyone,coding for everyone: c and c++ specialization,"computer science software development algorithms, c programming, coding, c++, computer programming, graph theory, c++11, graph algorithms, standard template library, "
https://www.coursera.org/specializations/developing-apps-gcp,developing applications with google cloud specialization,"computer science software development debugging, google cloud platform, cloud storage, application development, cloud computing, google compute engine, google app engine (gae), data store, application programming interfaces (api), cloud functions, identity management (idm), cloud endpoints, "
https://www.coursera.org/specializations/real-world-product-management,real-world product management specialization,"computer science design and product pm interviewing, real-world examples, product management, real-world assignments, technology leadership, go-to-market strategy, product/market fit, tech leadership, b2b sales, monetization strategy, a/b/n testing, customer retention, "
https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,pricing strategy optimization specialization,"business marketing cost-based pricing, pricing strategies, market-based pricing, customer value-based pricing, strategic management, channel and direct-to-consumer pricing, price discrimination, price elasticity of demand, customer willingness to pay, measuring customer preferences, customer psychology, competitor pricing models, "
https://www.coursera.org/specializations/networking-google-cloud-platform,networking in google cloud specialization,"information technology networking google compute engine, google app engine (gae), google cloud platform, cloud computing, "
https://www.coursera.org/specializations/academic-english,academic english: writing specialization,"social sciences education punctuation, essay writing, academic writing, writing, english grammar, grammar, creative writing, "
https://www.coursera.org/specializations/intro-cyber-security,introduction to cyber security specialization,"computer science computer security and networks cryptography, cybersecurity, risk assessment, cyber defense, cyber attacks, information security (infosec), denial-of-service attack (dos), public-key cryptography, "
https://www.coursera.org/specializations/business-data-management-communication,business data management and communication specialization,"data science data analysis asset management, business analytics, financial accounting, data analysis, rstudio, accounting, accrual, financial statement, cash flow, cash flow statement, analytics, health care, "
https://www.coursera.org/specializations/introduction-intellectual-property,intellectual property law specialization,"business business strategy brand management, strategic thinking, planning, intellectual property, business strategy, asset management, value proposition, copyright, copyright protection, fair use, marketing, strategic planning, "
https://www.coursera.org/specializations/singer-songwriter,the singer songwriter specialization,"arts and humanities music and art music production, ableton, singing, songwriting, guitar, tablature, music notation, guitar scales, guitar chords, popular music, breathing techniques, belting, "
https://www.coursera.org/specializations/ai-for-medicine,ai for medicine specialization,"data science machine learning model interpretation, image segmentation, natural language extraction, machine learning, time-to-event modeling, deep learning, model evaluation, multi-class classification, random forest, model tuning, treatment effect estimation, machine learning interpretation, "
https://www.coursera.org/specializations/mergersandacquisitions,mergers and acquisitions  specialization,"business finance financial accounting, financial modeling, mergers and acquisitions (m&a), corporate investments, accounting, taxes, financial statement, corporate accouting, "
https://www.coursera.org/specializations/public-speaking,dynamic public speaking specialization,"personal development personal development communication, presentation, speech, public speaking, confidence, "
https://www.coursera.org/specializations/supply-chain-analytics,supply chain analytics specialization,"business business essentials data analysis, supply chain, business intelligence, demand and supply planning, job intelligence, management consulting, benchmarking, competitive analysis, model selection validation improvement, regression analysis, demand planning and forecasting, data visualization (dataviz), "
https://www.coursera.org/specializations/six-sigma-black-belt,six sigma black belt specialization,"business leadership and management statistics, math, "
https://www.coursera.org/specializations/strategic-leadership,strategic leadership and management specialization,"business leadership and management strategic management, negotiation, leadership, business strategy, self-awareness, ethical decision-making, defining leadership, trust in relationships, leadership development, develop team culture, navigate growth and change in teams, create space for deib, "
https://www.coursera.org/specializations/music-education,music education for teachers specialization,"social sciences education music, music production, improvisation, songwriting, music education, classroom management, curriculum design, teaching, learning, music performance, jazz, jazz improvisation, "
https://www.coursera.org/specializations/meem-project-management,project management specialization,"business leadership and management engineering management, agile management, risk management, stakeholder communications, project management, resource management, business communication, team management, project planning, budget management, servant leadership, strategic management, "
https://www.coursera.org/specializations/michiganux,user experience research and design specialization,"computer science design and product user research, affinity diagram, human computer interaction, user experience (ux), user experience design (uxd), adobe photoshop, "
https://www.coursera.org/specializations/good-with-words,good with words: writing and editing specialization,"personal development personal development persuasion, creativity, writing, time management, editing, "
https://www.coursera.org/specializations/drug-development-product-management,drug development product management specialization,"health healthcare management marketing, drug regulations, drug discovery, clinical trials, pharmacology, drug development, clinical development, pharmacokinetics, clinical research, clinical trial design, "
https://www.coursera.org/specializations/excel-data-analytics-visualization,excel skills for data analytics and visualization specialization,"business business essentials data analysis, microsoft excel, data visualization (dataviz), data cleansing, big data, power bi, "
https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,"food sustainability, mindful eating, and healthy cooking specialization","health nutrition mindful eating, sensible shopping, sustainable eating, food mindfulness, cooking, devise a customized plan for optimizing your eating patterns., rebuild your relationship with food by learning to genuinely love the foods that will support your health in the long term., practice self-compassion with regard to your eating behaviors and food choices., observe your own unique eating patterns and identify areas of improvement., practice food mindfulness or mindful eating on a day-to-day basis., how to identify sustainably caught (or farmed) fish and seafood, how to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods), "
https://www.coursera.org/specializations/web-design,web design for everybody: basics of web development & coding specialization,"computer science mobile and web development web development, cascading style sheets (css), html5, javascript, responsive web design, web design, web accessibility, html, style sheets, document object model (dom), bootstrap (front-end framework), "
https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,microsoft azure fundamentals az-900 exam prep specialization,"computer science software development microsoft azure, cloud computing, cloud computing security, artificial intelligence (ai), internet of things (iot), application design, cloud governance strategy, test preparation, "
https://www.coursera.org/specializations/business-value-project-management,business value and project management specialization,"business leadership and management organizational structure, project execution, financial accounting, strategic management, project management, accounting, accrual, financial statement, cash flow, cash flow statement, knowledge of general business functions, organization design, "
https://www.coursera.org/specializations/clinical-trials-operations,clinical trials operations specialization,"health public health data management, trial design, ethics, clinical data management, data collection, clinical trial design, randomization, masking, statistical analysis, monitoring, reproducibility, meta-analysis, "
